epoch,mode,measure_name,attack_name,descriptor1,descriptor2,descriptor3,descriptor4,value
3,Validation,Loss_measure,,,,,,"tensor(0.0047, device='cuda:0')"
4,Validation,Normal_accuracy,,,,,,26.08
4,Validation,Robust_accuracy,simple_APGD_10_iters,Total_accuracy,,,,0.0
4,Validation,Robust_accuracy,simple_APGD_10_iters,,Correct_accuracy,,,0.0
4,Validation,Loss_measure,,,,,,"tensor(0.0044, device='cuda:0')"
4,Validation,Loss_measure,,,,,,"tensor(0.0047, device='cuda:0')"
5,Validation,Normal_accuracy,,,,,,31.929999999999996
5,Validation,Robust_accuracy,simple_APGD_10_iters,Total_accuracy,,,,0.0
5,Validation,Robust_accuracy,simple_APGD_10_iters,,Correct_accuracy,,,0.0
5,Validation,Loss_measure,,,,,,"tensor(0.0044, device='cuda:0')"
5,Validation,Loss_measure,,,,,,"tensor(0.0047, device='cuda:0')"
6,Validation,Normal_accuracy,,,,,,37.92
6,Validation,Robust_accuracy,simple_APGD_10_iters,Total_accuracy,,,,0.0
6,Validation,Robust_accuracy,simple_APGD_10_iters,,Correct_accuracy,,,0.0
6,Validation,Loss_measure,,,,,,"tensor(0.0043, device='cuda:0')"
6,Validation,Loss_measure,,,,,,"tensor(0.0048, device='cuda:0')"
7,Validation,Normal_accuracy,,,,,,43.68
7,Validation,Robust_accuracy,simple_APGD_10_iters,Total_accuracy,,,,0.0
7,Validation,Robust_accuracy,simple_APGD_10_iters,,Correct_accuracy,,,0.0
7,Validation,Loss_measure,,,,,,"tensor(0.0043, device='cuda:0')"
7,Validation,Loss_measure,,,,,,"tensor(0.0048, device='cuda:0')"
8,Validation,Normal_accuracy,,,,,,49.18
8,Validation,Robust_accuracy,simple_APGD_10_iters,Total_accuracy,,,,0.0
8,Validation,Robust_accuracy,simple_APGD_10_iters,,Correct_accuracy,,,0.0
8,Validation,Loss_measure,,,,,,"tensor(0.0043, device='cuda:0')"
8,Validation,Loss_measure,,,,,,"tensor(0.0048, device='cuda:0')"
9,Validation,Normal_accuracy,,,,,,54.290000000000006
9,Validation,Robust_accuracy,simple_APGD_10_iters,Total_accuracy,,,,0.0
9,Validation,Robust_accuracy,simple_APGD_10_iters,,Correct_accuracy,,,0.0
9,Validation,Loss_measure,,,,,,"tensor(0.0042, device='cuda:0')"
9,Validation,Loss_measure,,,,,,"tensor(0.0049, device='cuda:0')"
10,Validation,Normal_accuracy,,,,,,58.709999999999994
10,Validation,Robust_accuracy,simple_APGD_10_iters,Total_accuracy,,,,0.0
10,Validation,Robust_accuracy,simple_APGD_10_iters,,Correct_accuracy,,,0.0
10,Validation,Loss_measure,,,,,,"tensor(0.0042, device='cuda:0')"
10,Validation,Loss_measure,,,,,,"tensor(0.0049, device='cuda:0')"
11,Validation,Normal_accuracy,,,,,,62.21
11,Validation,Robust_accuracy,simple_APGD_10_iters,Total_accuracy,,,,0.0
11,Validation,Robust_accuracy,simple_APGD_10_iters,,Correct_accuracy,,,0.0
11,Validation,Loss_measure,,,,,,"tensor(0.0042, device='cuda:0')"
11,Validation,Loss_measure,,,,,,"tensor(0.0049, device='cuda:0')"
12,Validation,Normal_accuracy,,,,,,64.98
12,Validation,Robust_accuracy,simple_APGD_10_iters,Total_accuracy,,,,0.0
12,Validation,Robust_accuracy,simple_APGD_10_iters,,Correct_accuracy,,,0.0
12,Validation,Loss_measure,,,,,,"tensor(0.0042, device='cuda:0')"
12,Validation,Loss_measure,,,,,,"tensor(0.0049, device='cuda:0')"
13,Validation,Normal_accuracy,,,,,,66.96
13,Validation,Robust_accuracy,simple_APGD_10_iters,Total_accuracy,,,,0.0
13,Validation,Robust_accuracy,simple_APGD_10_iters,,Correct_accuracy,,,0.0
13,Validation,Loss_measure,,,,,,"tensor(0.0042, device='cuda:0')"
13,Validation,Loss_measure,,,,,,"tensor(0.0049, device='cuda:0')"
14,Validation,Normal_accuracy,,,,,,68.89
14,Validation,Robust_accuracy,simple_APGD_10_iters,Total_accuracy,,,,0.0
14,Validation,Robust_accuracy,simple_APGD_10_iters,,Correct_accuracy,,,0.0
14,Validation,Loss_measure,,,,,,"tensor(0.0042, device='cuda:0')"
14,Validation,Loss_measure,,,,,,"tensor(0.0049, device='cuda:0')"
15,Validation,Normal_accuracy,,,,,,70.35
15,Validation,Robust_accuracy,simple_APGD_10_iters,Total_accuracy,,,,0.0
15,Validation,Robust_accuracy,simple_APGD_10_iters,,Correct_accuracy,,,0.0
15,Validation,Loss_measure,,,,,,"tensor(0.0042, device='cuda:0')"
15,Validation,Loss_measure,,,,,,"tensor(0.0049, device='cuda:0')"
16,Validation,Normal_accuracy,,,,,,71.55
16,Validation,Robust_accuracy,simple_APGD_10_iters,Total_accuracy,,,,0.0
16,Validation,Robust_accuracy,simple_APGD_10_iters,,Correct_accuracy,,,0.0
16,Validation,Loss_measure,,,,,,"tensor(0.0042, device='cuda:0')"
16,Validation,Loss_measure,,,,,,"tensor(0.0049, device='cuda:0')"
17,Validation,Normal_accuracy,,,,,,72.88
17,Validation,Robust_accuracy,simple_APGD_10_iters,Total_accuracy,,,,0.0
17,Validation,Robust_accuracy,simple_APGD_10_iters,,Correct_accuracy,,,0.0
17,Validation,Loss_measure,,,,,,"tensor(0.0041, device='cuda:0')"
17,Validation,Loss_measure,,,,,,"tensor(0.0049, device='cuda:0')"
